gene,drug,action
pharmgkb:PA164752443,pharmgkb:PA378,dbv:agonist
pharmgkb:PA164745640,pharmgkb:PA435,dbv:other-unknown
pharmgkb:PA134698661,pharmgkb:PA435,dbv:other-unknown
pharmgkb:PA451341,pharmgkb:PA31259,dbv:unknown
pharmgkb:PA449697,pharmgkb:PA24570,dbv:inhibitor
pharmgkb:PA164743977,pharmgkb:PA39,dbv:agonist
pharmgkb:PA164745640,pharmgkb:PA39,dbv:agonist
pharmgkb:PA164743113,pharmgkb:PA39,dbv:agonist
pharmgkb:PA164774876,pharmgkb:PA29698,dbv:agonist
pharmgkb:PA164749136,pharmgkb:PA28489,dbv:positive-allosteric-modulator
pharmgkb:PA449659,pharmgkb:PA28489,dbv:positive-allosteric-modulator
pharmgkb:PA451341,pharmgkb:PA28489,dbv:positive-allosteric-modulator
pharmgkb:PA164747980,pharmgkb:PA20,dbv:inhibitor
pharmgkb:PA451341,pharmgkb:PA28727,dbv:agonist
pharmgkb:PA164749136,pharmgkb:PA28497,dbv:positive-allosteric-modulator
pharmgkb:PA449659,pharmgkb:PA28497,dbv:positive-allosteric-modulator
pharmgkb:PA451978,pharmgkb:PA236,dbv:inhibitor
pharmgkb:PA449394,pharmgkb:PA20,dbv:inhibitor
pharmgkb:PA448497,pharmgkb:PA24346,dbv:inhibitor
pharmgkb:PA164746756,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA164776668,pharmgkb:PA28497,dbv:potentiator
pharmgkb:PA164776668,pharmgkb:PA28506,dbv:potentiator
pharmgkb:PA448497,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA164750491,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA165958352,pharmgkb:PA27479,dbv:agonist
pharmgkb:PA164712582,pharmgkb:PA25111,dbv:agonist
pharmgkb:PA164712582,pharmgkb:PA36104,dbv:agonist
pharmgkb:PA448497,pharmgkb:PA24677,dbv:inhibitor
pharmgkb:PA450152,pharmgkb:PA33130,dbv:inhibitor
pharmgkb:PA164776668,pharmgkb:PA28502,dbv:potentiator
pharmgkb:PA165958401,pharmgkb:PA38100,dbv:binder
pharmgkb:PA164712582,pharmgkb:PA36633,dbv:agonist
pharmgkb:PA451978,pharmgkb:PA26011,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA25984,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA25989,dbv:inhibitor
pharmgkb:PA164764618,pharmgkb:PA28412,dbv:other
pharmgkb:PA164764618,pharmgkb:PA28392,dbv:other
pharmgkb:PA451170,pharmgkb:PA38,dbv:agonist
pharmgkb:PA451170,pharmgkb:PA38,dbv:partial-agonist
pharmgkb:PA10268,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA164747037,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA450125,pharmgkb:PA31736,dbv:agonist
pharmgkb:PA451978,pharmgkb:PA25991,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA237,dbv:inhibitor
pharmgkb:PA450152,pharmgkb:PA33128,dbv:inhibitor
pharmgkb:PA451682,pharmgkb:PA309,dbv:inhibitor
pharmgkb:PA451170,pharmgkb:PA312,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA25996,dbv:inhibitor
pharmgkb:PA450152,pharmgkb:PA33229,dbv:inhibitor
pharmgkb:PA450152,pharmgkb:PA33139,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA35005,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA381,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA25987,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA380,dbv:inhibitor
pharmgkb:PA449046,pharmgkb:PA156,dbv:agonist
pharmgkb:PA449046,pharmgkb:PA156,dbv:antagonist
pharmgkb:PA451978,pharmgkb:PA25990,dbv:inhibitor
pharmgkb:PA451170,pharmgkb:PA39,dbv:partial-agonist
pharmgkb:PA451170,pharmgkb:PA35,dbv:agonist
pharmgkb:PA10268,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA10268,pharmgkb:PA147,dbv:antagonist
pharmgkb:PA451170,pharmgkb:PA310,dbv:inhibitor
pharmgkb:PA164747037,pharmgkb:PA29457,dbv:antagonist
pharmgkb:PA449394,pharmgkb:PA193,dbv:other-unknown
pharmgkb:PA10268,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA451170,pharmgkb:PA34,dbv:agonist
pharmgkb:PA10268,pharmgkb:PA34,dbv:antagonist
pharmgkb:PA450152,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA451978,pharmgkb:PA301,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA35006,dbv:inhibitor
pharmgkb:PA450649,pharmgkb:PA324,dbv:binder
pharmgkb:PA164764618,pharmgkb:PA29202,dbv:activator
pharmgkb:PA164764618,pharmgkb:PA29199,dbv:activator
pharmgkb:PA451170,pharmgkb:PA311,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA304,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA35010,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA25998,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA35004,dbv:inhibitor
pharmgkb:PA450152,pharmgkb:PA33140,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA35001,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA25988,dbv:inhibitor
pharmgkb:PA450152,pharmgkb:PA264,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA25986,dbv:inhibitor
pharmgkb:PA449841,pharmgkb:PA28980,dbv:antagonist
pharmgkb:PA450152,pharmgkb:PA33141,dbv:inhibitor
pharmgkb:PA164924487,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA448497,pharmgkb:PA36679,dbv:acetylation
pharmgkb:PA164774901,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA164774901,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA451978,pharmgkb:PA25995,dbv:inhibitor
pharmgkb:PA450741,pharmgkb:PA31942,dbv:agonist
pharmgkb:PA450741,pharmgkb:PA31943,dbv:agonist
pharmgkb:PA449753,pharmgkb:PA388,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA134891311,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA25985,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA130546912,dbv:inhibitor
pharmgkb:PA153590860,pharmgkb:PA390,dbv:substrate
pharmgkb:PA449503,pharmgkb:PA390,dbv:inhibitor
pharmgkb:PA449503,pharmgkb:PA331,dbv:inhibitor
pharmgkb:PA449503,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA451978,pharmgkb:PA303,dbv:inhibitor
pharmgkb:PA449503,pharmgkb:PA330,dbv:inhibitor
pharmgkb:PA449503,pharmgkb:PA35845,dbv:inhibitor
pharmgkb:PA450152,pharmgkb:PA33142,dbv:inhibitor
pharmgkb:PA449048,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA152241907,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA164924487,pharmgkb:PA267,dbv:inducer
pharmgkb:PA164924487,pharmgkb:PA267,dbv:substrate
pharmgkb:PA153590860,pharmgkb:PA267,dbv:substrate
pharmgkb:PA452616,pharmgkb:PA267,dbv:substrate
pharmgkb:PA451308,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA449503,pharmgkb:PA267,dbv:substrate
pharmgkb:PA448626,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA448964,pharmgkb:PA192,dbv:antagonist
pharmgkb:PA448964,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA448689,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA451341,pharmgkb:PA28497,dbv:positive-allosteric-modulator
pharmgkb:PA164781343,pharmgkb:PA26490,dbv:partial-agonist
pharmgkb:PA164749136,pharmgkb:PA28492,dbv:positive-allosteric-modulator
pharmgkb:PA449659,pharmgkb:PA28492,dbv:positive-allosteric-modulator
pharmgkb:PA164747980,pharmgkb:PA26489,dbv:partial-agonist
pharmgkb:PA164781343,pharmgkb:PA26492,dbv:partial-agonist
pharmgkb:PA164745640,pharmgkb:PA162397475,dbv:stimulator
pharmgkb:PA449697,pharmgkb:PA26099,dbv:inhibitor
pharmgkb:PA164781355,pharmgkb:PA181,dbv:agonist
pharmgkb:PA164783811,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA164783811,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA164764567,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA164754753,pharmgkb:PA30513,dbv:binder
pharmgkb:PA451720,pharmgkb:PA117,dbv:inhibitor
pharmgkb:PA451201,pharmgkb:PA29561,dbv:antagonist
pharmgkb:PA449088,pharmgkb:PA31942,dbv:agonist
pharmgkb:PA449918,pharmgkb:PA31942,dbv:partial-agonist
pharmgkb:PA449088,pharmgkb:PA31943,dbv:partial-agonist
pharmgkb:PA449918,pharmgkb:PA31943,dbv:agonist
pharmgkb:PA164754992,pharmgkb:PA29555,dbv:antagonist
pharmgkb:PA134698661,pharmgkb:PA31316,dbv:other-unknown
pharmgkb:PA448682,pharmgkb:PA320,dbv:inhibitor
pharmgkb:PA449518,pharmgkb:PA320,dbv:inhibitor
pharmgkb:PA164749157,pharmgkb:PA156,dbv:agonist
pharmgkb:PA164744346,pharmgkb:PA156,dbv:agonist
pharmgkb:PA134698661,pharmgkb:PA29833,dbv:antagonist
pharmgkb:PA451201,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA164783811,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA164754992,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA164764567,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA451201,pharmgkb:PA26485,dbv:antagonist
pharmgkb:PA164783811,pharmgkb:PA26485,dbv:antagonist
pharmgkb:PA164783811,pharmgkb:PA26486,dbv:antagonist
pharmgkb:PA134698661,pharmgkb:PA34414,dbv:other-unknown
pharmgkb:PA451201,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA164746413,pharmgkb:PA348,dbv:antagonist
pharmgkb:PA451201,pharmgkb:PA24597,dbv:antagonist
pharmgkb:PA451201,pharmgkb:PA29550,dbv:other-unknown
pharmgkb:PA451201,pharmgkb:PA29549,dbv:other-unknown
pharmgkb:PA451201,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA451201,pharmgkb:PA194,dbv:antagonist
pharmgkb:PA451201,pharmgkb:PA29552,dbv:other-unknown
pharmgkb:PA451201,pharmgkb:PA34,dbv:antagonist
pharmgkb:PA451201,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA448905,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA451201,pharmgkb:PA33,dbv:antagonist
pharmgkb:PA449088,pharmgkb:PA31945,dbv:partial-agonist
pharmgkb:PA449918,pharmgkb:PA31945,dbv:agonist
pharmgkb:PA451201,pharmgkb:PA27479,dbv:antagonist
pharmgkb:PA164749052,pharmgkb:PA30674,dbv:antagonist
pharmgkb:PA164754992,pharmgkb:PA26489,dbv:antagonist
pharmgkb:PA164764567,pharmgkb:PA26489,dbv:antagonist
pharmgkb:PA449367,pharmgkb:PA24503,dbv:inhibitor
pharmgkb:PA451205,pharmgkb:PA139,dbv:inhibitor
pharmgkb:PA448780,pharmgkb:PA139,dbv:inhibitor
pharmgkb:PA164748302,pharmgkb:PA139,dbv:inhibitor
pharmgkb:PA450731,pharmgkb:PA28498,dbv:positive-allosteric-modulator
pharmgkb:PA449396,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA451108,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA164747027,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA164748727,pharmgkb:PA38,dbv:antagonist
pharmgkb:PA450731,pharmgkb:PA28495,dbv:positive-allosteric-modulator
pharmgkb:PA450731,pharmgkb:PA28501,dbv:positive-allosteric-modulator
pharmgkb:PA164776910,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA450731,pharmgkb:PA28493,dbv:positive-allosteric-modulator
pharmgkb:PA450731,pharmgkb:PA28491,dbv:positive-allosteric-modulator
pharmgkb:PA450731,pharmgkb:PA28490,dbv:positive-allosteric-modulator
pharmgkb:PA450731,pharmgkb:PA28496,dbv:positive-allosteric-modulator
pharmgkb:PA450731,pharmgkb:PA28499,dbv:positive-allosteric-modulator
pharmgkb:PA164745550,pharmgkb:PA33129,dbv:inhibitor
pharmgkb:PA450731,pharmgkb:PA28500,dbv:positive-allosteric-modulator
pharmgkb:PA450192,pharmgkb:PA390,dbv:substrate
pharmgkb:PA450731,pharmgkb:PA28503,dbv:positive-allosteric-modulator
pharmgkb:PA449396,pharmgkb:PA331,dbv:inhibitor
pharmgkb:PA449396,pharmgkb:PA331,dbv:substrate
pharmgkb:PA451108,pharmgkb:PA331,dbv:inhibitor
pharmgkb:PA449396,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA449396,pharmgkb:PA329,dbv:substrate
pharmgkb:PA451108,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA449396,pharmgkb:PA330,dbv:inhibitor
pharmgkb:PA451108,pharmgkb:PA330,dbv:inhibitor
pharmgkb:PA449621,pharmgkb:PA35845,dbv:substrate
pharmgkb:PA164747027,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA164748727,pharmgkb:PA39,dbv:antagonist
pharmgkb:PA449621,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA449621,pharmgkb:PA267,dbv:substrate
pharmgkb:PA164776964,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA448517,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA450731,pharmgkb:PA28489,dbv:positive-allosteric-modulator
pharmgkb:PA164745462,pharmgkb:PA24346,dbv:inhibitor
pharmgkb:PA450731,pharmgkb:PA28497,dbv:positive-allosteric-modulator
pharmgkb:PA449481,pharmgkb:PA43,dbv:antagonist
pharmgkb:PA450084,pharmgkb:PA43,dbv:antagonist
pharmgkb:PA164745462,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA449621,pharmgkb:PA328,dbv:substrate
pharmgkb:PA450731,pharmgkb:PA28492,dbv:positive-allosteric-modulator
pharmgkb:PA449396,pharmgkb:PA33545,dbv:substrate
pharmgkb:PA451706,pharmgkb:PA304,dbv:inhibitor
pharmgkb:PA450731,pharmgkb:PA28494,dbv:positive-allosteric-modulator
pharmgkb:PA450731,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA451108,pharmgkb:PA332,dbv:inhibitor
pharmgkb:PA450731,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA164749649,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA451268,pharmgkb:PA397,dbv:inhibitor
pharmgkb:PA451472,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA164742949,pharmgkb:PA148,dbv:unknown
pharmgkb:PA164752812,pharmgkb:PA28980,dbv:inhibitor
pharmgkb:PA449238,pharmgkb:PA266,dbv:agonist
pharmgkb:PA164750570,pharmgkb:PA31736,dbv:agonist
pharmgkb:PA164746528,pharmgkb:PA31736,dbv:agonist
pharmgkb:PA448671,pharmgkb:PA36,dbv:agonist
pharmgkb:PA164754743,pharmgkb:PA25996,dbv:inhibitor
pharmgkb:PA164768835,pharmgkb:PA26170,dbv:antagonist
pharmgkb:PA164752812,pharmgkb:PA28978,dbv:inhibitor
pharmgkb:PA164752812,pharmgkb:PA28982,dbv:inhibitor
pharmgkb:PA164752812,pharmgkb:PA28984,dbv:inhibitor
pharmgkb:PA164748036,pharmgkb:PA36507,dbv:agonist
pharmgkb:PA164746528,pharmgkb:PA257,dbv:agonist
pharmgkb:PA164752812,pharmgkb:PA28979,dbv:inhibitor
pharmgkb:PA164752812,pharmgkb:PA28981,dbv:inhibitor
pharmgkb:PA164752812,pharmgkb:PA28983,dbv:inhibitor
pharmgkb:PA164769104,pharmgkb:PA27886,dbv:agonist
pharmgkb:PA165958342,pharmgkb:PA27886,dbv:agonist
pharmgkb:PA10232,pharmgkb:PA38100,dbv:inhibitor
pharmgkb:PA164777033,pharmgkb:PA113,dbv:antagonist
pharmgkb:PA164777033,pharmgkb:PA26488,dbv:antagonist
pharmgkb:PA449664,pharmgkb:PA181,dbv:agonist
pharmgkb:PA163522138,pharmgkb:PA62,dbv:inhibitor
pharmgkb:PA164747979,pharmgkb:PA38,dbv:agonist
pharmgkb:PA164752558,pharmgkb:PA27841,dbv:inhibitor
pharmgkb:PA164744518,pharmgkb:PA33791,dbv:antagonist
pharmgkb:PA449654,pharmgkb:PA27443,dbv:other
pharmgkb:PA164752558,pharmgkb:PA31267,dbv:agonist
pharmgkb:PA164752558,pharmgkb:PA31268,dbv:agonist
pharmgkb:PA164777012,pharmgkb:PA26547,dbv:inducer
pharmgkb:PA164742902,pharmgkb:PA164742099,dbv:antagonist
pharmgkb:PA130413154,pharmgkb:PA29557,dbv:antagonist
pharmgkb:PA130413154,pharmgkb:PA29557,dbv:partial-agonist
pharmgkb:PA164742902,pharmgkb:PA36016,dbv:inhibitor
pharmgkb:PA448886,pharmgkb:PA164743293,dbv:binder
pharmgkb:PA448886,pharmgkb:PA164752827,dbv:binder
pharmgkb:PA448886,pharmgkb:PA164749380,dbv:binder
pharmgkb:PA448886,pharmgkb:PA24690,dbv:binder
pharmgkb:PA164752558,pharmgkb:PA156,dbv:antagonist
pharmgkb:PA164752558,pharmgkb:PA243,dbv:inhibitor
pharmgkb:PA164752558,pharmgkb:PA243,dbv:substrate
pharmgkb:PA164747979,pharmgkb:PA39,dbv:agonist
pharmgkb:PA164744345,pharmgkb:PA37301,dbv:agonist
pharmgkb:PA164752445,pharmgkb:PA130413151,dbv:inhibitor
pharmgkb:PA164752445,pharmgkb:PA37095,dbv:inhibitor
pharmgkb:PA451811,pharmgkb:PA20,dbv:inhibitor
pharmgkb:PA130150436,pharmgkb:PA26849,dbv:inhibitor
pharmgkb:PA130413154,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA130413154,pharmgkb:PA194,dbv:antagonist
pharmgkb:PA164777033,pharmgkb:PA26496,dbv:antagonist
pharmgkb:PA164752445,pharmgkb:PA35753,dbv:inhibitor
pharmgkb:PA164748010,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA164751802,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA164742902,pharmgkb:PA36015,dbv:inhibitor
pharmgkb:PA130413154,pharmgkb:PA29554,dbv:antagonist
pharmgkb:PA164752558,pharmgkb:PA25049,dbv:substrate
pharmgkb:PA130150436,pharmgkb:PA26847,dbv:inhibitor
pharmgkb:PA164745478,pharmgkb:PA36108,dbv:inhibitor
pharmgkb:PA164752558,pharmgkb:PA34631,dbv:agonist
pharmgkb:PA449664,pharmgkb:PA35968,dbv:agonist
pharmgkb:PA448576,pharmgkb:PA35000,dbv:inhibitor
pharmgkb:PA164746758,pharmgkb:PA129,dbv:substrate
pharmgkb:PA165958385,pharmgkb:PA129,dbv:substrate
pharmgkb:PA448517,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA164743019,pharmgkb:PA25294,dbv:substrate
pharmgkb:PA451108,pharmgkb:PA25294,dbv:inhibitor
pharmgkb:PA165958363,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA165958385,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164776964,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA448517,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA448517,pharmgkb:PA126,dbv:substrate
pharmgkb:PA449396,pharmgkb:PA126,dbv:substrate
pharmgkb:PA448517,pharmgkb:PA131,dbv:substrate
pharmgkb:PA164746030,pharmgkb:PA131,dbv:substrate
pharmgkb:PA450521,pharmgkb:PA24346,dbv:inducer
pharmgkb:PA165958385,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA164776964,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA448517,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA448517,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164746526,pharmgkb:PA28498,dbv:positive-allosteric-modulator
pharmgkb:PA449661,pharmgkb:PA181,dbv:agonist
pharmgkb:PA164746493,pharmgkb:PA46,dbv:inhibitor
pharmgkb:PA164778685,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA164746526,pharmgkb:PA28495,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28495,dbv:potentiator
pharmgkb:PA449283,pharmgkb:PA28495,dbv:potentiator
pharmgkb:PA164746526,pharmgkb:PA28501,dbv:positive-allosteric-modulator
pharmgkb:PA164778685,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA449283,pharmgkb:PA25473,dbv:potentiator
pharmgkb:PA164746526,pharmgkb:PA28493,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28493,dbv:potentiator
pharmgkb:PA449283,pharmgkb:PA28493,dbv:potentiator
pharmgkb:PA164746526,pharmgkb:PA28491,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28491,dbv:potentiator
pharmgkb:PA449283,pharmgkb:PA28491,dbv:potentiator
pharmgkb:PA449599,pharmgkb:PA31942,dbv:agonist
pharmgkb:PA449599,pharmgkb:PA31943,dbv:agonist
pharmgkb:PA164746526,pharmgkb:PA28490,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28490,dbv:potentiator
pharmgkb:PA449283,pharmgkb:PA28490,dbv:potentiator
pharmgkb:PA164746526,pharmgkb:PA28496,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28499,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28500,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28503,dbv:positive-allosteric-modulator
pharmgkb:PA450390,pharmgkb:PA39,dbv:agonist
pharmgkb:PA164778685,pharmgkb:PA111,dbv:antagonist
pharmgkb:PA164778685,pharmgkb:PA27478,dbv:antagonist
pharmgkb:PA164746526,pharmgkb:PA28489,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28489,dbv:potentiator
pharmgkb:PA449283,pharmgkb:PA28489,dbv:potentiator
pharmgkb:PA164778685,pharmgkb:PA147,dbv:antagonist
pharmgkb:PA164746526,pharmgkb:PA28505,dbv:potentiator
pharmgkb:PA449283,pharmgkb:PA28505,dbv:potentiator
pharmgkb:PA164778685,pharmgkb:PA24597,dbv:antagonist
pharmgkb:PA164778685,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA164778685,pharmgkb:PA194,dbv:antagonist
pharmgkb:PA164746526,pharmgkb:PA28497,dbv:positive-allosteric-modulator
pharmgkb:PA164778685,pharmgkb:PA34,dbv:antagonist
pharmgkb:PA164778685,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA164778685,pharmgkb:PA33,dbv:antagonist
pharmgkb:PA448084,pharmgkb:PA31945,dbv:agonist
pharmgkb:PA449599,pharmgkb:PA31945,dbv:agonist
pharmgkb:PA164746526,pharmgkb:PA28492,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28494,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA448533,pharmgkb:PA28484,dbv:agonist
pharmgkb:PA164746526,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA449461,pharmgkb:PA28966,dbv:antagonist
pharmgkb:PA164746526,pharmgkb:PA28498,dbv:potentiator
pharmgkb:PA449461,pharmgkb:PA28498,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28498,dbv:positive-allosteric-modulator
pharmgkb:PA164749408,pharmgkb:PA181,dbv:agonist
pharmgkb:PA450103,pharmgkb:PA38,dbv:agonist
pharmgkb:PA448382,pharmgkb:PA46,dbv:inhibitor
pharmgkb:PA164752252,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA165958376,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA449461,pharmgkb:PA28495,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28495,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28501,dbv:potentiator
pharmgkb:PA449461,pharmgkb:PA28501,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28501,dbv:positive-allosteric-modulator
pharmgkb:PA165958376,pharmgkb:PA112,dbv:antagonist
pharmgkb:PA165958382,pharmgkb:PA112,dbv:agonist
pharmgkb:PA164778685,pharmgkb:PA27480,dbv:antagonist
pharmgkb:PA451608,pharmgkb:PA25473,dbv:other
pharmgkb:PA449461,pharmgkb:PA28493,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28493,dbv:positive-allosteric-modulator
pharmgkb:PA449461,pharmgkb:PA28491,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28491,dbv:positive-allosteric-modulator
pharmgkb:PA164754864,pharmgkb:PA31942,dbv:antagonist
pharmgkb:PA164754864,pharmgkb:PA31943,dbv:antagonist
pharmgkb:PA449461,pharmgkb:PA28490,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28490,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28496,dbv:potentiator
pharmgkb:PA449283,pharmgkb:PA28496,dbv:potentiator
pharmgkb:PA449461,pharmgkb:PA28496,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28496,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA28499,dbv:potentiator
pharmgkb:PA449461,pharmgkb:PA28499,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28499,dbv:positive-allosteric-modulator
pharmgkb:PA450903,pharmgkb:PA24840,dbv:inhibitor
pharmgkb:PA164746526,pharmgkb:PA28500,dbv:potentiator
pharmgkb:PA449461,pharmgkb:PA28500,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28500,dbv:positive-allosteric-modulator
pharmgkb:PA164746526,pharmgkb:PA134952133,dbv:potentiator
pharmgkb:PA164746526,pharmgkb:PA28503,dbv:potentiator
pharmgkb:PA449461,pharmgkb:PA28503,dbv:positive-allosteric-modulator
pharmgkb:PA451608,pharmgkb:PA28503,dbv:positive-allosteric-modulator
pharmgkb:PA450103,pharmgkb:PA39,dbv:agonist
pharmgkb:PA165958348,pharmgkb:PA39,dbv:agonist
pharmgkb:PA164778685,pharmgkb:PA26485,dbv:antagonist
pharmgkb:PA164778685,pharmgkb:PA26486,dbv:antagonist
pharmgkb:PA448714,pharmgkb:PA37301,dbv:antagonist
pharmgkb:PA449461,pharmgkb:PA28489,dbv:positive-allosteric-modulator
pharmgkb:PA164745308,pharmgkb:PA310,dbv:partial-agonist
pharmgkb:PA144614921,pharmgkb:PA310,dbv:inhibitor
pharmgkb:PA164746526,pharmgkb:PA28497,dbv:potentiator
pharmgkb:PA449283,pharmgkb:PA28497,dbv:potentiator
pharmgkb:PA164746526,pharmgkb:PA28506,dbv:potentiator
pharmgkb:PA448382,pharmgkb:PA293,dbv:inhibitor
pharmgkb:PA164754864,pharmgkb:PA31945,dbv:antagonist
pharmgkb:PA164746526,pharmgkb:PA28502,dbv:potentiator
pharmgkb:PA449001,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA164744924,pharmgkb:PA125,dbv:substrate
pharmgkb:PA448388,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA10066,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA10066,pharmgkb:PA128,dbv:substrate
